noun_w_orang_affixed1	noun_w_orang_affixed2	cossim
cadangan	penggarap	0.18
cadangan	pengelana	0.14
cadangan	pelupa	0.15
cadangan	perupa	0.04
cadangan	penyendiri	0.09
cadangan	pezina	-0.02
cadangan	pemateri	0.18
cadangan	bujangan	0.14
cadangan	penggali	0.31
cadangan	petapa	0.11
cadangan	penukar	0.34
cadangan	penyabar	0.09
cadangan	asongan	0.09
cadangan	pelempar	0.25
cadangan	pemerkosa	0.12
cadangan	pemborong	0.15
cadangan	pendemo	0.13
cadangan	pencerita	0.19
cadangan	penyelundup	0.24
cadangan	penganggur	0.23
cadangan	penggiling	0.14
cadangan	penterjemah	0.1
cadangan	pengulas	0.16
cadangan	penagih	0.15
cadangan	penyintas	0.15
cadangan	pesepeda	0.17
cadangan	hartawan	0.2
cadangan	perumus	0.29
cadangan	pengayom	0.14
cadangan	peniup	0.21
cadangan	penggalang	0.3
cadangan	pembenci	0.15
cadangan	pengkaji	0.26
cadangan	pembebas	0.2
cadangan	pesakitan	0.17
cadangan	pemetik	0.21
cadangan	penjilat	0.15
cadangan	pencabut	0.27
cadangan	pemintal	0.14
cadangan	peramah	0.15
cadangan	pengukir	0.12
cadangan	pengejar	0.25
cadangan	wiraswastawan	0.18
cadangan	pemijat	0.18
cadangan	pemulia	0.21
cadangan	pembatik	0.07
cadangan	penendang	0.25
cadangan	penyimak	0.1
cadangan	pelestari	0.24
cadangan	penjemput	0.21
cadangan	pembaru	0.17
cadangan	pelahap	0.19
cadangan	pesinden	0.01
cadangan	penghayat	0.12
cadangan	pengadu	0.17
cadangan	pemasak	0.27
cadangan	pembobol	0.23
cadangan	penggemblengan	0.27
cadangan	penghasut	0.19
cadangan	penderma	0.24
cadangan	pemaksa	0.17
cadangan	peragu	0.14
cadangan	pengekor	0.18
cadangan	perayu	0.13
cadangan	pendebat	0.19
cadangan	pengintip	0.24
cadangan	ilusionis	0.13
cadangan	penyuara	0.26
cadangan	penghadang	0.29
cadangan	pengasah	0.28
cadangan	penatar	0.29
cadangan	pengutang	0.28
cadangan	pembisik	0.23
cadangan	pengetuk	0.2
cadangan	pemberang	0.18
cadangan	pembesuk	0.05
cadangan	peneguh	0.27
cadangan	padagang	0.3
cadangan	pewirausaha	0.23
cadangan	pencuriga	0.22
cadangan	pengalah	0.3
cadangan	pengalasan	0.3
cadangan	pezikir	0.22
cadangan	pengamuk	0.24
cadangan	pemengaruh	0.31
pemeran	bangsawan	0.31
pemeran	pembantu	0.51
pemeran	pengarang	0.43
pemeran	pengelola	0.34
pemeran	pejuang	0.39
pemeran	tahanan	0.26
pemeran	pengikut	0.34
pemeran	rombongan	0.33
pemeran	politikus	0.44
pemeran	tersangka	0.32
pemeran	pengajar	0.42
pemeran	pendidik	0.42
pemeran	penghuni	0.28
pemeran	sejarawan	0.35
pemeran	jajaran	0.41
pemeran	penari	0.44
pemeran	pemberi	0.31
pemeran	pelayan	0.36
pemeran	penyair	0.34
pemeran	pendatang	0.38
pemeran	pembunuh	0.38
pemeran	penyelenggara	0.3
pemeran	turunan	0.24
pemeran	pelukis	0.35
pemeran	utusan	0.24
pemeran	pembiayaan	0.28
pemeran	pengacara	0.34
pemeran	perawat	0.31
pemeran	penganut	0.34
pemeran	pengamat	0.34
pemeran	vokalis	0.41
pemeran	jurnalis	0.36
pemeran	penghubung	0.31
pemeran	pesaing	0.22
pemeran	pengawas	0.32
pemeran	penjahat	0.36
pemeran	pelaksana	0.36
pemeran	pembicara	0.34
pemeran	pendengar	0.28
pemeran	pendamping	0.44
pemeran	pewaris	0.3
pemeran	pengungsi	0.19
pemeran	pengendara	0.26
pemeran	pencuri	0.25
pemeran	terdakwa	0.19
pemeran	pebisnis	0.31
pemeran	pemburu	0.3
pemeran	pengawal	0.34
pemeran	penemu	0.3
pemeran	sastrawan	0.35
pemeran	pengemudi	0.24
pemeran	penerjemah	0.31
pemeran	pemandu	0.34
pemeran	tawanan	0.28
pemeran	penegak	0.28
pemeran	penutur	0.29
pemeran	penyihir	0.28
pemeran	pelamar	0.26
pemeran	pemasok	0.31
pemeran	pemikir	0.32
pemeran	saingan	0.28
pemeran	pembimbing	0.38
pemeran	petinggi	0.36
pemeran	pelaut	0.27
pemeran	pengrajin	0.24
pemeran	langganan	0.3
pemeran	pencinta	0.29
pemeran	kenalan	0.27
pemeran	penyidik	0.32
pemeran	pelacur	0.33
pemeran	pengirim	0.24
pemeran	perusak	0.27
pemeran	pendiam	0.15
pemeran	pemeluk	0.3
pemeran	penikmat	0.36
pemeran	pemangku	0.3
pemeran	perampok	0.27
pemeran	pengidap	0.29
pemeran	pesepak	0.34
pemeran	penunjuk	0.29
pemeran	pemuka	0.34
pemeran	pengemis	0.24
pemeran	pemusik	0.42
pemeran	sukarelawan	0.28
pemeran	penerbang	0.28
pemeran	pejalan	0.22
pemeran	petinju	0.33
pemeran	penyandang	0.27
pemeran	penanggung	0.32
pemeran	penolong	0.34
pemeran	jagoan	0.37
pemeran	penembak	0.25
pemeran	penipu	0.27
pemeran	novelis	0.34
pemeran	penyelamat	0.33
pemeran	pendaftar	0.2
pemeran	pelari	0.21
pemeran	pengiring	0.42
pemeran	penata	0.38
pemeran	pengambil	0.36
pemeran	penuntut	0.26
pemeran	pembina	0.36
pemeran	tanggungan	0.16
pemeran	petualang	0.28
pemeran	pencetus	0.34
pemeran	pemangsa	0.29
pemeran	penyebar	0.31
pemeran	pelancong	0.25
pemeran	petarung	0.33
pemeran	pemesan	0.24
pemeran	dermawan	0.2
pemeran	pemeriksa	0.28
pemeran	negarawan	0.36
pemeran	pengukur	0.17
pemeran	penambang	0.23
pemeran	biarawati	0.28
pemeran	pembajak	0.22
pemeran	budayawan	0.36
pemeran	perekam	0.32
pemeran	penyayang	0.26
pemeran	pemukul	0.23
pemeran	perencana	0.34
pemeran	pengumpul	0.27
pemeran	wirausahawan	0.27
pemeran	penangkap	0.26
pemeran	penyelam	0.25
pemeran	pemasar	0.23
pemeran	pemalas	0.1
pemeran	pengecut	0.2
pemeran	penarik	0.31
pemeran	pengembara	0.28
pemeran	gerilyawan	0.3
pemeran	penggagas	0.35
pemeran	penyembah	0.2
pemeran	penilai	0.31
pemeran	penguji	0.24
pemeran	pustakawan	0.27
pemeran	pengunjuk	0.26
pemeran	tamatan	0.2
pemeran	penyembuh	0.27
pemeran	musikus	0.41
pemeran	rohaniwan	0.29
pemeran	pemanah	0.29
pemeran	penyelidik	0.24
pemeran	penampil	0.46
pemeran	peranakan	0.25
pemeran	suruhan	0.2
pemeran	pemudik	0.22
pemeran	titisan	0.26
pemeran	usahawan	0.28
pemeran	pelapor	0.3
pemeran	pemahat	0.22
pemeran	penunggu	0.23
pemeran	penurut	0.18
pemeran	pengusul	0.28
pemeran	pemimpi	0.29
pemeran	penyusup	0.24
pemeran	pemungut	0.2
pemeran	penceramah	0.3
pemeran	penggarap	0.33
pemeran	pengelana	0.22
pemeran	pelupa	0.1
pemeran	perupa	0.24
pemeran	penyendiri	0.18
pemeran	pezina	0.21
pemeran	pemateri	0.29
pemeran	bujangan	0.22
pemeran	penggali	0.29
pemeran	petapa	0.17
pemeran	penukar	0.23
pemeran	penyabar	0.22
pemeran	asongan	0.12
pemeran	pelempar	0.24
pemeran	pemerkosa	0.35
pemeran	pemborong	0.23
pemeran	pendemo	0.25
pemeran	pencerita	0.39
pemeran	penyelundup	0.24
pemeran	penganggur	0.19
pemeran	penggiling	0.18
pemeran	penterjemah	0.31
pemeran	pengulas	0.3
pemeran	penagih	0.2
pemeran	penyintas	0.31
pemeran	pesepeda	0.24
pemeran	hartawan	0.28
pemeran	perumus	0.31
pemeran	pengayom	0.3
pemeran	peniup	0.2
pemeran	penggalang	0.25
pemeran	pembenci	0.32
pemeran	pengkaji	0.33
pemeran	pembebas	0.26
pemeran	pesakitan	0.21
pemeran	pemetik	0.26
pemeran	penjilat	0.26
pemeran	pencabut	0.23
pemeran	pemintal	0.17
pemeran	peramah	0.19
pemeran	pengukir	0.26
pemeran	pengejar	0.3
pemeran	wiraswastawan	0.28
pemeran	pemijat	0.26
pemeran	pemulia	0.31
pemeran	pembatik	0.2
pemeran	penendang	0.28
pemeran	penyimak	0.33
pemeran	pelestari	0.29
pemeran	penjemput	0.25
pemeran	pembaru	0.34
pemeran	pelahap	0.23
pemeran	pesinden	0.29
pemeran	penghayat	0.27
pemeran	pengadu	0.32
pemeran	pemasak	0.25
pemeran	pembobol	0.24
pemeran	penggemblengan	0.3
pemeran	penghasut	0.33
pemeran	penderma	0.21
pemeran	pemaksa	0.26
pemeran	peragu	0.23
pemeran	pengekor	0.28
pemeran	perayu	0.39
pemeran	pendebat	0.35
pemeran	pengintip	0.34
pemeran	ilusionis	0.28
pemeran	penyuara	0.31
pemeran	penghadang	0.28
pemeran	pengasah	0.31
pemeran	penatar	0.3
pemeran	pengutang	0.22
pemeran	pembisik	0.35
pemeran	pengetuk	0.29
pemeran	pemberang	0.32
pemeran	pembesuk	0.25
pemeran	peneguh	0.28
pemeran	padagang	0.27
pemeran	pewirausaha	0.3
pemeran	pencuriga	0.29
pemeran	pengalah	0.41
pemeran	pengalasan	0.33
pemeran	pezikir	0.29
pemeran	pengamuk	0.35
pemeran	pemengaruh	0.36
bangsawan	pembantu	0.34
bangsawan	pengarang	0.33
bangsawan	pengelola	0.19
bangsawan	pejuang	0.38
bangsawan	tahanan	0.28
bangsawan	pengikut	0.33
bangsawan	rombongan	0.3
bangsawan	politikus	0.39
bangsawan	tersangka	0.17
bangsawan	pengajar	0.26
bangsawan	pendidik	0.29
bangsawan	penghuni	0.32
bangsawan	sejarawan	0.41
bangsawan	jajaran	0.28
bangsawan	penari	0.36
bangsawan	pemberi	0.14
bangsawan	pelayan	0.43
bangsawan	penyair	0.36
bangsawan	pendatang	0.33
bangsawan	pembunuh	0.32
bangsawan	penyelenggara	0.19
bangsawan	turunan	0.32
bangsawan	pelukis	0.38
bangsawan	utusan	0.37
bangsawan	pembiayaan	0.13
bangsawan	pengacara	0.34
bangsawan	perawat	0.26
bangsawan	penganut	0.36
bangsawan	pengamat	0.18
bangsawan	vokalis	0.23
bangsawan	jurnalis	0.26
bangsawan	penghubung	0.19
bangsawan	pesaing	0.17
bangsawan	pengawas	0.23
bangsawan	penjahat	0.3
bangsawan	pelaksana	0.14
bangsawan	pembicara	0.18
bangsawan	pendengar	0.17
bangsawan	pendamping	0.25
bangsawan	pewaris	0.42
bangsawan	pengungsi	0.24
bangsawan	pengendara	0.24
bangsawan	pencuri	0.26
bangsawan	terdakwa	0.24
bangsawan	pebisnis	0.33
bangsawan	pemburu	0.31
bangsawan	pengawal	0.37
bangsawan	penemu	0.28
bangsawan	sastrawan	0.4
bangsawan	pengemudi	0.17
bangsawan	penerjemah	0.24
bangsawan	pemandu	0.18
bangsawan	tawanan	0.33
bangsawan	penegak	0.21
bangsawan	penutur	0.23
bangsawan	penyihir	0.39
bangsawan	pelamar	0.26
bangsawan	pemasok	0.18
bangsawan	pemikir	0.29
bangsawan	saingan	0.24
bangsawan	pembimbing	0.16
bangsawan	petinggi	0.42
bangsawan	pelaut	0.38
bangsawan	pengrajin	0.37
bangsawan	langganan	0.19
bangsawan	pencinta	0.3
bangsawan	kenalan	0.26
bangsawan	penyidik	0.21
bangsawan	pelacur	0.35
bangsawan	pengirim	0.21
bangsawan	perusak	0.2
bangsawan	pendiam	0.22
bangsawan	pemeluk	0.29
bangsawan	penikmat	0.25
bangsawan	pemangku	0.33
bangsawan	perampok	0.31
bangsawan	pengidap	0.21
bangsawan	pesepak	0.29
bangsawan	penunjuk	0.14
bangsawan	pemuka	0.43
bangsawan	pengemis	0.35
bangsawan	pemusik	0.33
bangsawan	sukarelawan	0.2
bangsawan	penerbang	0.26
bangsawan	pejalan	0.27
bangsawan	petinju	0.2
bangsawan	penyandang	0.33
bangsawan	penanggung	0.15
bangsawan	penolong	0.21
bangsawan	jagoan	0.29
bangsawan	penembak	0.18
bangsawan	penipu	0.24
bangsawan	novelis	0.22
bangsawan	penyelamat	0.18
bangsawan	pendaftar	0.16
bangsawan	pelari	0.19
bangsawan	pengiring	0.29
bangsawan	penata	0.22
bangsawan	pengambil	0.25
bangsawan	penuntut	0.28
bangsawan	pembina	0.22
bangsawan	tanggungan	0.25
bangsawan	petualang	0.36
bangsawan	pencetus	0.16
bangsawan	pemangsa	0.2
bangsawan	penyebar	0.22
bangsawan	pelancong	0.31
bangsawan	petarung	0.28
bangsawan	pemesan	0.19
bangsawan	dermawan	0.31
bangsawan	pemeriksa	0.22
bangsawan	negarawan	0.37
bangsawan	pengukur	0.14
bangsawan	penambang	0.26
bangsawan	biarawati	0.32
bangsawan	pembajak	0.14
bangsawan	budayawan	0.32
bangsawan	perekam	0.07
bangsawan	penyayang	0.23
bangsawan	pemukul	0.13
bangsawan	perencana	0.24
bangsawan	pengumpul	0.19
bangsawan	wirausahawan	0.23
bangsawan	penangkap	0.15
bangsawan	penyelam	0.22
bangsawan	pemasar	0.16
bangsawan	pemalas	0.19
bangsawan	pengecut	0.25
bangsawan	penarik	0.24
bangsawan	pengembara	0.37
bangsawan	gerilyawan	0.26
bangsawan	penggagas	0.18
bangsawan	penyembah	0.26
bangsawan	penilai	0.14
bangsawan	penguji	0.15
bangsawan	pustakawan	0.27
bangsawan	pengunjuk	0.17
bangsawan	tamatan	0.16
bangsawan	penyembuh	0.2
bangsawan	musikus	0.3
bangsawan	rohaniwan	0.48
bangsawan	pemanah	0.31
bangsawan	penyelidik	0.21
bangsawan	penampil	0.16
bangsawan	peranakan	0.36
bangsawan	suruhan	0.22
bangsawan	pemudik	0.16
bangsawan	titisan	0.26
bangsawan	usahawan	0.34
bangsawan	pelapor	0.16
bangsawan	pemahat	0.25
bangsawan	penunggu	0.23
bangsawan	penurut	0.21
bangsawan	pengusul	0.2
bangsawan	pemimpi	0.28
bangsawan	penyusup	0.2
bangsawan	pemungut	0.26
bangsawan	penceramah	0.14
bangsawan	penggarap	0.29
bangsawan	pengelana	0.34
bangsawan	pelupa	0.09
bangsawan	perupa	0.18
bangsawan	penyendiri	0.19
bangsawan	pezina	0.24
bangsawan	pemateri	0.09
bangsawan	bujangan	0.33
bangsawan	penggali	0.19
bangsawan	petapa	0.33
bangsawan	penukar	0.23
bangsawan	penyabar	0.22
bangsawan	asongan	0.17
bangsawan	pelempar	0.11
bangsawan	pemerkosa	0.24
bangsawan	pemborong	0.21
bangsawan	pendemo	0.21
bangsawan	pencerita	0.25
bangsawan	penyelundup	0.22
bangsawan	penganggur	0.27
bangsawan	penggiling	0.16
bangsawan	penterjemah	0.19
bangsawan	pengulas	0.16
bangsawan	penagih	0.25
bangsawan	penyintas	0.21
bangsawan	pesepeda	0.2
bangsawan	hartawan	0.53
bangsawan	perumus	0.12
bangsawan	pengayom	0.26
bangsawan	peniup	0.18
bangsawan	penggalang	0.28
bangsawan	pembenci	0.28
bangsawan	pengkaji	0.25
bangsawan	pembebas	0.21
bangsawan	pesakitan	0.25
bangsawan	pemetik	0.23
bangsawan	penjilat	0.33
bangsawan	pencabut	0.13
bangsawan	pemintal	0.24
bangsawan	peramah	0.28
bangsawan	pengukir	0.28
bangsawan	pengejar	0.23
bangsawan	wiraswastawan	0.32
bangsawan	pemijat	0.19
bangsawan	pemulia	0.34
bangsawan	pembatik	0.33
bangsawan	penendang	0.15
bangsawan	penyimak	0.16
bangsawan	pelestari	0.27
bangsawan	penjemput	0.19
bangsawan	pembaru	0.33
bangsawan	pelahap	0.18
bangsawan	pesinden	0.31
bangsawan	penghayat	0.21
bangsawan	pengadu	0.24
bangsawan	pemasak	0.21
bangsawan	pembobol	0.14
bangsawan	penggemblengan	0.22
bangsawan	penghasut	0.37
bangsawan	penderma	0.25
bangsawan	pemaksa	0.27
bangsawan	peragu	0.22
bangsawan	pengekor	0.23
bangsawan	perayu	0.27
bangsawan	pendebat	0.3
bangsawan	pengintip	0.22
bangsawan	ilusionis	0.26
bangsawan	penyuara	0.23
bangsawan	penghadang	0.19
bangsawan	pengasah	0.18
bangsawan	penatar	0.11
bangsawan	pengutang	0.21
bangsawan	pembisik	0.23
bangsawan	pengetuk	0.27
bangsawan	pemberang	0.35
bangsawan	pembesuk	0.23
bangsawan	peneguh	0.19
bangsawan	padagang	0.33
bangsawan	pewirausaha	0.19
bangsawan	pencuriga	0.31
bangsawan	pengalah	0.34
bangsawan	pengalasan	0.36
bangsawan	pezikir	0.3
bangsawan	pengamuk	0.38
bangsawan	pemengaruh	0.27
pembantu	pengarang	0.33
pembantu	pengelola	0.36
pembantu	pejuang	0.3
pembantu	tahanan	0.37
pembantu	pengikut	0.34
pembantu	rombongan	0.32
pembantu	politikus	0.31
pembantu	tersangka	0.3
pembantu	pengajar	0.43
pembantu	pendidik	0.41
pembantu	penghuni	0.36
pembantu	sejarawan	0.28
pembantu	jajaran	0.29
pembantu	penari	0.28
pembantu	pemberi	0.38
pembantu	pelayan	0.54
pembantu	penyair	0.25
pembantu	pendatang	0.25
pembantu	pembunuh	0.39
pembantu	penyelenggara	0.31
pembantu	turunan	0.24
pembantu	pelukis	0.27
pembantu	utusan	0.32
pembantu	pembiayaan	0.3
pembantu	pengacara	0.33
pembantu	perawat	0.45
pembantu	penganut	0.25
pembantu	pengamat	0.3
pembantu	vokalis	0.21
pembantu	jurnalis	0.29
pembantu	penghubung	0.39
pembantu	pesaing	0.21
pembantu	pengawas	0.45
pembantu	penjahat	0.34
pembantu	pelaksana	0.4
pembantu	pembicara	0.24
pembantu	pendengar	0.31
pembantu	pendamping	0.48
pembantu	pewaris	0.24
pembantu	pengungsi	0.24
pembantu	pengendara	0.22
pembantu	pencuri	0.32
pembantu	terdakwa	0.28
pembantu	pebisnis	0.23
pembantu	pemburu	0.22
pembantu	pengawal	0.49
pembantu	penemu	0.3
pembantu	sastrawan	0.23
pembantu	pengemudi	0.27
pembantu	penerjemah	0.37
pembantu	pemandu	0.38
pembantu	tawanan	0.3
pembantu	penegak	0.26
pembantu	penutur	0.25
pembantu	penyihir	0.26
pembantu	pelamar	0.23
pembantu	pemasok	0.33
pembantu	pemikir	0.27
pembantu	saingan	0.28
pembantu	pembimbing	0.41
pembantu	petinggi	0.34
pembantu	pelaut	0.3
pembantu	pengrajin	0.27
pembantu	langganan	0.32
pembantu	pencinta	0.17
pembantu	kenalan	0.32
pembantu	penyidik	0.37
pembantu	pelacur	0.33
pembantu	pengirim	0.29
pembantu	perusak	0.32
pembantu	pendiam	0.22
pembantu	pemeluk	0.25
pembantu	penikmat	0.17
pembantu	pemangku	0.24
pembantu	perampok	0.36
pembantu	pengidap	0.16
pembantu	pesepak	0.22
pembantu	penunjuk	0.35
pembantu	pemuka	0.3
pembantu	pengemis	0.33
pembantu	pemusik	0.28
pembantu	sukarelawan	0.38
pembantu	penerbang	0.24
pembantu	pejalan	0.2
pembantu	petinju	0.25
pembantu	penyandang	0.26
pembantu	penanggung	0.36
pembantu	penolong	0.5
pembantu	jagoan	0.3
pembantu	penembak	0.26
pembantu	penipu	0.25
pembantu	novelis	0.24
pembantu	penyelamat	0.32
pembantu	pendaftar	0.15
pembantu	pelari	0.2
pembantu	pengiring	0.38
pembantu	penata	0.34
pembantu	pengambil	0.29
pembantu	penuntut	0.28
pembantu	pembina	0.41
pembantu	tanggungan	0.32
pembantu	petualang	0.23
pembantu	pencetus	0.24
pembantu	pemangsa	0.19
pembantu	penyebar	0.2
pembantu	pelancong	0.19
pembantu	petarung	0.21
pembantu	pemesan	0.24
pembantu	dermawan	0.26
pembantu	pemeriksa	0.33
pembantu	negarawan	0.29
pembantu	pengukur	0.27
pembantu	penambang	0.19
pembantu	biarawati	0.27
pembantu	pembajak	0.17
pembantu	budayawan	0.23
pembantu	perekam	0.28
pembantu	penyayang	0.31
pembantu	pemukul	0.27
pembantu	perencana	0.35
pembantu	pengumpul	0.29
pembantu	wirausahawan	0.22
pembantu	penangkap	0.31
pembantu	penyelam	0.16
pembantu	pemasar	0.23
pembantu	pemalas	0.24
pembantu	pengecut	0.22
pembantu	penarik	0.31
pembantu	pengembara	0.25
pembantu	gerilyawan	0.29
pembantu	penggagas	0.27
pembantu	penyembah	0.13
pembantu	penilai	0.31
pembantu	penguji	0.28
pembantu	pustakawan	0.33
pembantu	pengunjuk	0.15
pembantu	tamatan	0.22
pembantu	penyembuh	0.3
pembantu	musikus	0.25
pembantu	rohaniwan	0.29
pembantu	pemanah	0.25
pembantu	penyelidik	0.31
pembantu	penampil	0.27
pembantu	peranakan	0.29
pembantu	suruhan	0.38
pembantu	pemudik	0.19
pembantu	titisan	0.19
pembantu	usahawan	0.32
pembantu	pelapor	0.34
pembantu	pemahat	0.2
pembantu	penunggu	0.36
pembantu	penurut	0.31
pembantu	pengusul	0.22
pembantu	pemimpi	0.19
pembantu	penyusup	0.3
pembantu	pemungut	0.25
pembantu	penceramah	0.28
pembantu	penggarap	0.26
pembantu	pengelana	0.18
pembantu	pelupa	0.24
pembantu	perupa	0.14
pembantu	penyendiri	0.15
pembantu	pezina	0.18
pembantu	pemateri	0.21
pembantu	bujangan	0.36
pembantu	penggali	0.27
pembantu	petapa	0.2
pembantu	penukar	0.29
pembantu	penyabar	0.32
pembantu	asongan	0.18
pembantu	pelempar	0.2
pembantu	pemerkosa	0.34
pembantu	pemborong	0.35
pembantu	pendemo	0.21
pembantu	pencerita	0.34
pembantu	penyelundup	0.22
pembantu	penganggur	0.25
pembantu	penggiling	0.22
pembantu	penterjemah	0.39
pembantu	pengulas	0.24
pembantu	penagih	0.25
pembantu	penyintas	0.25
pembantu	pesepeda	0.15
pembantu	hartawan	0.32
pembantu	perumus	0.25
pembantu	pengayom	0.31
pembantu	peniup	0.18
pembantu	penggalang	0.26
pembantu	pembenci	0.23
pembantu	pengkaji	0.29
pembantu	pembebas	0.31
pembantu	pesakitan	0.32
pembantu	pemetik	0.27
pembantu	penjilat	0.29
pembantu	pencabut	0.22
pembantu	pemintal	0.29
pembantu	peramah	0.3
pembantu	pengukir	0.22
pembantu	pengejar	0.28
pembantu	wiraswastawan	0.26
pembantu	pemijat	0.35
pembantu	pemulia	0.27
pembantu	pembatik	0.3
pembantu	penendang	0.22
pembantu	penyimak	0.21
pembantu	pelestari	0.2
pembantu	penjemput	0.32
pembantu	pembaru	0.31
pembantu	pelahap	0.22
pembantu	pesinden	0.17
pembantu	penghayat	0.18
pembantu	pengadu	0.29
pembantu	pemasak	0.38
pembantu	pembobol	0.3
pembantu	penggemblengan	0.25
pembantu	penghasut	0.32
pembantu	penderma	0.3
pembantu	pemaksa	0.35
pembantu	peragu	0.22
pembantu	pengekor	0.27
pembantu	perayu	0.33
pembantu	pendebat	0.25
pembantu	pengintip	0.34
pembantu	ilusionis	0.16
pembantu	penyuara	0.23
pembantu	penghadang	0.25
pembantu	pengasah	0.3
pembantu	penatar	0.32
pembantu	pengutang	0.27
pembantu	pembisik	0.39
pembantu	pengetuk	0.38
pembantu	pemberang	0.32
pembantu	pembesuk	0.37
pembantu	peneguh	0.31
pembantu	padagang	0.36
pembantu	pewirausaha	0.23
pembantu	pencuriga	0.32
pembantu	pengalah	0.47
pembantu	pengalasan	0.42
pembantu	pezikir	0.25
pembantu	pengamuk	0.32
pembantu	pemengaruh	0.3
pengarang	pengelola	0.32
pengarang	pejuang	0.37
pengarang	tahanan	0.27
pengarang	pengikut	0.3
pengarang	rombongan	0.22
pengarang	politikus	0.43
pengarang	tersangka	0.2
pengarang	pengajar	0.45
pengarang	pendidik	0.45
pengarang	penghuni	0.29
pengarang	sejarawan	0.48
pengarang	jajaran	0.28
pengarang	penari	0.33
pengarang	pemberi	0.32
pengarang	pelayan	0.34
pengarang	penyair	0.58
pengarang	pendatang	0.3
pengarang	pembunuh	0.31
pengarang	penyelenggara	0.29
pengarang	turunan	0.23
pengarang	pelukis	0.45
pengarang	utusan	0.23
pengarang	pembiayaan	0.21
pengarang	pengacara	0.37
pengarang	perawat	0.31
pengarang	penganut	0.32
pengarang	pengamat	0.41
pengarang	vokalis	0.36
pengarang	jurnalis	0.48
pengarang	penghubung	0.28
pengarang	pesaing	0.23
pengarang	pengawas	0.28
pengarang	penjahat	0.3
pengarang	pelaksana	0.34
pengarang	pembicara	0.44
pengarang	pendengar	0.41
pengarang	pendamping	0.3
pengarang	pewaris	0.27
pengarang	pengungsi	0.2
pengarang	pengendara	0.24
pengarang	pencuri	0.3
pengarang	terdakwa	0.23
pengarang	pebisnis	0.34
pengarang	pemburu	0.33
pengarang	pengawal	0.22
pengarang	penemu	0.41
pengarang	sastrawan	0.62
pengarang	pengemudi	0.26
pengarang	penerjemah	0.45
pengarang	pemandu	0.31
pengarang	tawanan	0.24
pengarang	penegak	0.23
pengarang	penutur	0.35
pengarang	penyihir	0.3
pengarang	pelamar	0.24
pengarang	pemasok	0.23
pengarang	pemikir	0.5
pengarang	saingan	0.21
pengarang	pembimbing	0.3
pengarang	petinggi	0.26
pengarang	pelaut	0.33
pengarang	pengrajin	0.28
pengarang	langganan	0.31
pengarang	pencinta	0.38
pengarang	kenalan	0.31
pengarang	penyidik	0.26
pengarang	pelacur	0.31
pengarang	pengirim	0.38
pengarang	perusak	0.23
pengarang	pendiam	0.23
pengarang	pemeluk	0.33
pengarang	penikmat	0.4
pengarang	pemangku	0.2
pengarang	perampok	0.26
pengarang	pengidap	0.14
pengarang	pesepak	0.3
pengarang	penunjuk	0.26
pengarang	pemuka	0.39
pengarang	pengemis	0.25
pengarang	pemusik	0.47
pengarang	sukarelawan	0.24
pengarang	penerbang	0.27
pengarang	pejalan	0.29
pengarang	petinju	0.3
pengarang	penyandang	0.31
pengarang	penanggung	0.26
pengarang	penolong	0.28
pengarang	jagoan	0.27
pengarang	penembak	0.22
pengarang	penipu	0.26
pengarang	novelis	0.58
pengarang	penyelamat	0.27
pengarang	pendaftar	0.21
pengarang	pelari	0.31
pengarang	pengiring	0.27
pengarang	penata	0.31
pengarang	pengambil	0.29
pengarang	penuntut	0.28
pengarang	pembina	0.3
pengarang	tanggungan	0.24
pengarang	petualang	0.33
pengarang	pencetus	0.35
pengarang	pemangsa	0.19
pengarang	penyebar	0.27
pengarang	pelancong	0.33
pengarang	petarung	0.26
pengarang	pemesan	0.25
pengarang	dermawan	0.25
pengarang	pemeriksa	0.25
pengarang	negarawan	0.36
pengarang	pengukur	0.22
pengarang	penambang	0.15
pengarang	biarawati	0.19
pengarang	pembajak	0.3
pengarang	budayawan	0.46
pengarang	perekam	0.27
pengarang	penyayang	0.27
pengarang	pemukul	0.2
pengarang	perencana	0.39
pengarang	pengumpul	0.27
pengarang	wirausahawan	0.36
pengarang	penangkap	0.3
pengarang	penyelam	0.26
pengarang	pemasar	0.36
pengarang	pemalas	0.18
pengarang	pengecut	0.2
pengarang	penarik	0.29
pengarang	pengembara	0.29
pengarang	gerilyawan	0.26
pengarang	penggagas	0.39
pengarang	penyembah	0.26
pengarang	penilai	0.31
pengarang	penguji	0.24
pengarang	pustakawan	0.36
pengarang	pengunjuk	0.14
pengarang	tamatan	0.31
pengarang	penyembuh	0.32
pengarang	musikus	0.45
pengarang	rohaniwan	0.36
pengarang	pemanah	0.23
pengarang	penyelidik	0.27
pengarang	penampil	0.28
pengarang	peranakan	0.28
pengarang	suruhan	0.2
pengarang	pemudik	0.2
pengarang	titisan	0.12
pengarang	usahawan	0.35
pengarang	pelapor	0.24
pengarang	pemahat	0.32
pengarang	penunggu	0.18
pengarang	penurut	0.15
pengarang	pengusul	0.31
pengarang	pemimpi	0.34
pengarang	penyusup	0.19
