noun_w_orang_noaffix	noun_w_orang_affixed	cossim
model	pendiri	0.26
model	angkatan	0.24
model	sasaran	0.25
model	pembuat	0.38
model	penjual	0.32
model	pengganti	0.34
model	perwakilan	0.25
model	lulusan	0.27
model	pembeli	0.29
model	penerima	0.24
model	pergerakan	0.3
model	pemegang	0.29
model	penyedia	0.35
model	penjaga	0.19
model	pencari	0.22
model	pembawa	0.33
model	undangan	0.3
model	cadangan	0.24
model	pemeran	0.41
model	bangsawan	0.19
model	pembantu	0.26
model	pengarang	0.23
model	pengelola	0.28
model	pejuang	0.21
model	tahanan	0.25
model	pengikut	0.22
model	rombongan	0.17
model	pengajar	0.32
model	pendidik	0.31
model	penghuni	0.17
model	pengembang	0.34
model	jajaran	0.35
model	pembuka	0.22
model	penari	0.3
model	pemberi	0.23
model	pelayan	0.25
model	pendatang	0.21
model	pembunuh	0.19
model	penyelenggara	0.23
model	turunan	0.29
model	pelukis	0.31
model	utusan	0.18
model	pembiayaan	0.34
model	pengacara	0.23
model	perawat	0.26
model	penganut	0.29
model	pengamat	0.31
model	penghubung	0.23
model	pesaing	0.25
model	pengawas	0.22
model	penjahat	0.22
model	pelaksana	0.26
model	kebangsaan	0.19
model	pembicara	0.18
model	pengantar	0.24
model	pendengar	0.14
model	pendamping	0.27
model	pewaris	0.19
model	pengungsi	0.12
model	pengendara	0.27
model	pencuri	0.19
model	pemburu	0.22
model	pengawal	0.18
model	penemu	0.28
model	pengemudi	0.25
model	penerjemah	0.19
model	pemandu	0.27
model	tawanan	0.15
model	penegak	0.19
model	penutur	0.16
model	penyihir	0.14
model	pelamar	0.19
model	pemasok	0.31
model	penanda	0.25
model	pemikir	0.32
model	saingan	0.21
model	pembimbing	0.23
model	petinggi	0.23
model	pelaut	0.18
model	pengrajin	0.27
model	langganan	0.31
model	pencinta	0.22
model	kenalan	0.23
model	penyidik	0.14
model	pelacur	0.21
model	pengirim	0.18
model	perusak	0.23
model	pendiam	0.1
model	pemeluk	0.16
model	penikmat	0.23
model	pemangku	0.2
model	perampok	0.16
model	pelarian	0.18
model	pengidap	0.2
model	penunjuk	0.25
model	pemuka	0.17
model	pengemis	0.2
model	pemusik	0.24
model	sukarelawan	0.16
model	penerbang	0.24
model	pejalan	0.16
model	petinju	0.23
model	penyandang	0.21
model	penanggung	0.18
model	penolong	0.2
model	jagoan	0.23
model	penembak	0.18
model	penipu	0.21
model	penyelamat	0.17
model	pendaftar	0.17
model	pelari	0.2
model	pengiring	0.23
model	penata	0.34
model	pengambil	0.27
model	penuntut	0.14
model	pembina	0.21
model	tanggungan	0.16
model	pencetus	0.24
model	pemangsa	0.21
model	penyebar	0.25
model	pemesan	0.27
model	dermawan	0.12
model	pemeriksa	0.19
model	negarawan	0.19
model	pengukur	0.29
model	penambang	0.12
model	pembajak	0.11
model	budayawan	0.11
model	perekam	0.24
model	penyayang	0.17
model	pemukul	0.21
model	perencana	0.35
model	pengumpul	0.2
model	wirausahawan	0.28
model	penangkap	0.23
model	penyelam	0.17
model	pemasar	0.28
model	pemalas	0.12
model	penarik	0.26
model	pengembara	0.18
model	gerilyawan	0.13
model	penggagas	0.24
model	penyembah	0.17
model	penilai	0.23
model	penguji	0.18
model	pengunjuk	0.08
model	penyembuh	0.15
model	rohaniwan	0.16
model	pemanah	0.14
model	penyelidik	0.19
model	penampil	0.29
model	peranakan	0.19
model	suruhan	0.12
model	usahawan	0.28
model	pelapor	0.2
model	pemahat	0.25
model	penunggu	0.13
model	penurut	0.21
model	pengusul	0.13
model	pemimpi	0.15
model	penyusup	0.14
model	pemungut	0.16
model	penceramah	0.21
model	penggarap	0.18
model	pelupa	0.02
model	perupa	0.23
model	penyendiri	0.15
model	pemateri	0.19
model	penggali	0.24
model	penukar	0.23
model	penyabar	0.16
model	pelempar	0.22
model	pemborong	0.27
model	pendemo	0.18
model	pencerita	0.19
model	penyelundup	0.11
model	penganggur	0.09
model	penggiling	0.23
model	pengulas	0.21
model	penagih	0.17
model	hartawan	0.14
model	perumus	0.28
model	peniup	0.16
model	penggalang	0.23
model	pembenci	0.13
model	pengkaji	0.27
model	pembebas	0.18
model	pemetik	0.19
model	penjilat	0.13
model	pencabut	0.18
model	peramah	0.15
model	pengukir	0.26
model	pengejar	0.22
model	pemerah	0.26
model	wiraswastawan	0.26
model	pemulia	0.25
model	penendang	0.22
model	penyimak	0.23
model	pelestari	0.22
model	penjemput	0.12
model	pembaru	0.31
model	penghayat	0.13
model	pengadu	0.18
model	pemasak	0.21
model	pembobol	0.21
model	penggemblengan	0.2
model	penghasut	0.18
model	penderma	0.18
model	pemaksa	0.16
model	peragu	0.19
model	pengekor	0.3
model	perayu	0.17
model	pendebat	0.22
model	penyuara	0.28
model	pemimpinan	0.34
model	penghadang	0.25
model	pengasah	0.28
model	pengutang	0.15
model	pembisik	0.19
model	pengetuk	0.26
model	pemberang	0.21
model	peneguh	0.23
model	pewirausaha	0.37
model	pencuriga	0.17
model	pengalah	0.31
model	pengalasan	0.24
model	pengamuk	0.22
bayi	pemain	0.28
bayi	penduduk	0.35
bayi	pengguna	0.25
bayi	wisatawan	0.23
bayi	penelitian	0.22
bayi	pasangan	0.39
bayi	penulis	0.22
bayi	pemimpin	0.26
bayi	peserta	0.3
bayi	pengunjung	0.25
bayi	penderita	0.37
bayi	pembelajaran	0.21
bayi	pelayanan	0.26
bayi	kehilangan	0.27
bayi	keturunan	0.3
bayi	pemilik	0.26
bayi	penyanyi	0.29
bayi	karyawan	0.22
bayi	pelanggan	0.28
bayi	kelahiran	0.53
bayi	perdagangan	0.21
bayi	petani	0.24
bayi	pekerja	0.27
bayi	kepercayaan	0.26
bayi	pemuda	0.28
bayi	penumpang	0.37
bayi	pimpinan	0.16
bayi	pembaca	0.26
bayi	kekurangan	0.23
bayi	pejabat	0.2
bayi	campuran	0.24
bayi	pelaku	0.24
bayi	peneliti	0.24
bayi	pengusaha	0.26
bayi	pendukung	0.25
bayi	petunjuk	0.18
bayi	pemenang	0.23
bayi	petugas	0.25
bayi	perbaikan	0.19
bayi	pelatih	0.24
bayi	pedagang	0.26
bayi	pelajar	0.23
bayi	pengurus	0.17
bayi	jurusan	0.11
bayi	ilmuwan	0.25
bayi	pendiri	0.18
bayi	angkatan	0.17
bayi	sasaran	0.17
bayi	pembuat	0.23
bayi	penjual	0.24
bayi	pengganti	0.29
bayi	perwakilan	0.16
bayi	lulusan	0.18
bayi	pembeli	0.27
bayi	penerima	0.28
bayi	pergerakan	0.24
bayi	pemegang	0.23
bayi	penyedia	0.21
bayi	penjaga	0.18
bayi	pencari	0.21
bayi	pembawa	0.22
bayi	undangan	0.17
bayi	cadangan	0.23
bayi	pemeran	0.2
bayi	bangsawan	0.24
bayi	pembantu	0.26
bayi	pengarang	0.23
bayi	pengelola	0.16
bayi	pejuang	0.28
bayi	tahanan	0.24
bayi	pengikut	0.2
bayi	rombongan	0.2
bayi	pengajar	0.21
bayi	pendidik	0.25
bayi	penghuni	0.26
bayi	pengembang	0.13
bayi	jajaran	0.13
bayi	pembuka	0.11
bayi	penari	0.23
bayi	pemberi	0.2
bayi	pelayan	0.24
bayi	pendatang	0.21
bayi	pembunuh	0.25
bayi	penyelenggara	0.16
bayi	turunan	0.21
bayi	pelukis	0.18
bayi	utusan	0.18
bayi	pembiayaan	0.19
bayi	pengacara	0.21
bayi	perawat	0.39
bayi	penganut	0.19
bayi	pengamat	0.17
bayi	penghubung	0.19
bayi	pesaing	0.2
bayi	pengawas	0.13
bayi	penjahat	0.22
bayi	pelaksana	0.13
bayi	kebangsaan	0.18
bayi	pembicara	0.17
bayi	pengantar	0.22
bayi	pendengar	0.25
bayi	pendamping	0.3
bayi	pewaris	0.25
bayi	pengungsi	0.27
bayi	pengendara	0.26
bayi	pencuri	0.16
bayi	pemburu	0.21
bayi	pengawal	0.21
bayi	penemu	0.26
bayi	pengemudi	0.25
bayi	penerjemah	0.18
bayi	pemandu	0.2
bayi	tawanan	0.22
bayi	penegak	0.19
bayi	penutur	0.24
bayi	penyihir	0.22
bayi	pelamar	0.25
bayi	pemasok	0.15
bayi	penanda	0.19
bayi	pemikir	0.22
bayi	saingan	0.15
bayi	pembimbing	0.16
bayi	petinggi	0.13
bayi	pelaut	0.2
bayi	pengrajin	0.21
bayi	langganan	0.18
bayi	pencinta	0.15
bayi	kenalan	0.18
bayi	penyidik	0.17
bayi	pelacur	0.22
bayi	pengirim	0.23
bayi	perusak	0.14
bayi	pendiam	0.2
bayi	pemeluk	0.25
bayi	penikmat	0.14
bayi	pemangku	0.18
bayi	perampok	0.18
bayi	pelarian	0.19
bayi	pengidap	0.27
bayi	penunjuk	0.14
bayi	pemuka	0.18
bayi	pengemis	0.26
bayi	pemusik	0.2
bayi	sukarelawan	0.21
bayi	penerbang	0.22
bayi	pejalan	0.26
bayi	petinju	0.24
bayi	penyandang	0.27
bayi	penanggung	0.13
bayi	penolong	0.34
bayi	jagoan	0.19
bayi	penembak	0.18
bayi	penipu	0.17
bayi	penyelamat	0.27
bayi	pendaftar	0.21
bayi	pelari	0.18
bayi	pengiring	0.2
bayi	penata	0.23
bayi	pengambil	0.23
bayi	penuntut	0.17
bayi	pembina	0.13
bayi	tanggungan	0.23
bayi	pencetus	0.2
bayi	pemangsa	0.21
bayi	penyebar	0.15
bayi	pemesan	0.19
bayi	dermawan	0.1
bayi	pemeriksa	0.2
bayi	negarawan	0.18
bayi	pengukur	0.18
bayi	penambang	0.23
bayi	pembajak	0.19
bayi	budayawan	0.11
bayi	perekam	0.22
bayi	penyayang	0.26
bayi	pemukul	0.16
bayi	perencana	0.18
bayi	pengumpul	0.11
bayi	wirausahawan	0.19
bayi	penangkap	0.18
bayi	penyelam	0.22
bayi	pemasar	0.21
bayi	pemalas	0.13
bayi	penarik	0.18
bayi	pengembara	0.12
bayi	gerilyawan	0.2
bayi	penggagas	0.1
bayi	penyembah	0.21
bayi	penilai	0.15
bayi	penguji	0.13
bayi	pengunjuk	0.07
bayi	penyembuh	0.24
bayi	rohaniwan	0.14
bayi	pemanah	0.15
bayi	penyelidik	0.16
bayi	penampil	0.17
bayi	peranakan	0.23
bayi	suruhan	0.11
bayi	usahawan	0.22
bayi	pelapor	0.22
bayi	pemahat	0.13
bayi	penunggu	0.13
bayi	penurut	0.19
bayi	pengusul	0.1
bayi	pemimpi	0.22
bayi	penyusup	0.22
bayi	pemungut	0.12
bayi	penceramah	0.07
bayi	penggarap	0.09
bayi	pelupa	0.15
bayi	perupa	0.15
bayi	penyendiri	0.14
bayi	pemateri	0.12
bayi	penggali	0.15
bayi	penukar	0.22
bayi	penyabar	0.17
bayi	pelempar	0.18
bayi	pemborong	0.09
bayi	pendemo	0.13
bayi	pencerita	0.25
bayi	penyelundup	0.11
bayi	penganggur	0.15
bayi	penggiling	0.17
bayi	pengulas	0.14
bayi	penagih	0.11
bayi	hartawan	0.2
bayi	perumus	0.07
bayi	peniup	0.17
bayi	penggalang	0.19
bayi	pembenci	0.17
bayi	pengkaji	0.15
bayi	pembebas	0.17
bayi	pemetik	0.16
bayi	penjilat	0.11
bayi	pencabut	0.28
bayi	peramah	0.16
bayi	pengukir	0.17
bayi	pengejar	0.15
bayi	pemerah	0.32
bayi	wiraswastawan	0.15
bayi	pemulia	0.21
bayi	penendang	0.21
bayi	penyimak	0.22
bayi	pelestari	0.18
bayi	penjemput	0.24
bayi	pembaru	0.21
bayi	penghayat	0.18
bayi	pengadu	0.23
bayi	pemasak	0.26
bayi	pembobol	0.13
bayi	penggemblengan	0.17
bayi	penghasut	0.1
bayi	penderma	0.29
bayi	pemaksa	0.11
bayi	peragu	0.18
bayi	pengekor	0.14
bayi	perayu	0.19
bayi	pendebat	0.22
bayi	penyuara	0.23
bayi	pemimpinan	0.22
bayi	penghadang	0.13
bayi	pengasah	0.21
bayi	pengutang	0.17
bayi	pembisik	0.15
bayi	pengetuk	0.18
bayi	pemberang	0.28
bayi	peneguh	0.26
bayi	pewirausaha	0.23
bayi	pencuriga	0.26
bayi	pengalah	0.31
bayi	pengalasan	0.29
bayi	pengamuk	0.28
mahasiswa	pemain	0.36
mahasiswa	penduduk	0.38
mahasiswa	pengguna	0.43
mahasiswa	wisatawan	0.35
mahasiswa	penelitian	0.35
mahasiswa	pasangan	0.3
mahasiswa	penulis	0.43
mahasiswa	pemimpin	0.38
mahasiswa	peserta	0.53
mahasiswa	pengunjung	0.36
mahasiswa	penderita	0.36
mahasiswa	pembelajaran	0.38
mahasiswa	pelayanan	0.27
mahasiswa	kehilangan	0.22
mahasiswa	keturunan	0.22
mahasiswa	pemilik	0.33
mahasiswa	penyanyi	0.32
mahasiswa	karyawan	0.49
mahasiswa	pelanggan	0.36
mahasiswa	kelahiran	0.24
mahasiswa	perdagangan	0.2
mahasiswa	petani	0.4
mahasiswa	pekerja	0.47
mahasiswa	kepercayaan	0.23
mahasiswa	pemuda	0.53
mahasiswa	penumpang	0.36
mahasiswa	pimpinan	0.39
mahasiswa	pembaca	0.42
mahasiswa	kekurangan	0.22
mahasiswa	pejabat	0.39
mahasiswa	campuran	0.23
mahasiswa	pelaku	0.41
mahasiswa	peneliti	0.48
mahasiswa	pengusaha	0.46
mahasiswa	pendukung	0.38
mahasiswa	petunjuk	0.13
mahasiswa	pemenang	0.27
mahasiswa	petugas	0.39
mahasiswa	perbaikan	0.22
mahasiswa	pelatih	0.32
mahasiswa	pedagang	0.35
mahasiswa	pelajar	0.73
mahasiswa	pengurus	0.38
mahasiswa	jurusan	0.52
mahasiswa	ilmuwan	0.41
mahasiswa	pendiri	0.31
mahasiswa	angkatan	0.47
mahasiswa	sasaran	0.25
mahasiswa	pembuat	0.27
mahasiswa	penjual	0.31
mahasiswa	pengganti	0.22
mahasiswa	perwakilan	0.37
mahasiswa	lulusan	0.54
mahasiswa	pembeli	0.37
mahasiswa	penerima	0.34
mahasiswa	pergerakan	0.35
mahasiswa	pemegang	0.31
mahasiswa	penyedia	0.23
mahasiswa	penjaga	0.3
mahasiswa	pencari	0.32
mahasiswa	pembawa	0.21
mahasiswa	undangan	0.32
mahasiswa	cadangan	0.2
mahasiswa	pemeran	0.32
mahasiswa	bangsawan	0.34
mahasiswa	pembantu	0.32
mahasiswa	pengarang	0.33
mahasiswa	pengelola	0.36
mahasiswa	pejuang	0.41
mahasiswa	tahanan	0.29
mahasiswa	pengikut	0.3
mahasiswa	rombongan	0.35
mahasiswa	pengajar	0.56
mahasiswa	pendidik	0.45
mahasiswa	penghuni	0.33
mahasiswa	pengembang	0.31
mahasiswa	jajaran	0.27
mahasiswa	pembuka	0.17
mahasiswa	penari	0.3
mahasiswa	pemberi	0.26
mahasiswa	pelayan	0.29
mahasiswa	pendatang	0.33
mahasiswa	pembunuh	0.26
mahasiswa	penyelenggara	0.33
mahasiswa	turunan	0.13
mahasiswa	pelukis	0.31
mahasiswa	utusan	0.29
mahasiswa	pembiayaan	0.27
mahasiswa	pengacara	0.38
mahasiswa	perawat	0.39
mahasiswa	penganut	0.29
mahasiswa	pengamat	0.4
mahasiswa	penghubung	0.23
mahasiswa	pesaing	0.23
mahasiswa	pengawas	0.27
mahasiswa	penjahat	0.25
mahasiswa	pelaksana	0.3
mahasiswa	kebangsaan	0.28
mahasiswa	pembicara	0.39
mahasiswa	pengantar	0.36
mahasiswa	pendengar	0.36
mahasiswa	pendamping	0.31
mahasiswa	pewaris	0.2
mahasiswa	pengungsi	0.29
mahasiswa	pengendara	0.37
mahasiswa	pencuri	0.2
mahasiswa	pemburu	0.31
mahasiswa	pengawal	0.26
mahasiswa	penemu	0.27
mahasiswa	pengemudi	0.32
mahasiswa	penerjemah	0.32
mahasiswa	pemandu	0.26
mahasiswa	tawanan	0.28
mahasiswa	penegak	0.3
mahasiswa	penutur	0.33
mahasiswa	penyihir	0.18
mahasiswa	pelamar	0.42
mahasiswa	pemasok	0.22
mahasiswa	penanda	0.16
mahasiswa	pemikir	0.4
mahasiswa	saingan	0.25
mahasiswa	pembimbing	0.41
mahasiswa	petinggi	0.35
mahasiswa	pelaut	0.31
mahasiswa	pengrajin	0.31
mahasiswa	langganan	0.21
mahasiswa	pencinta	0.4
mahasiswa	kenalan	0.31
mahasiswa	penyidik	0.28
mahasiswa	pelacur	0.24
mahasiswa	pengirim	0.27
mahasiswa	perusak	0.25
mahasiswa	pendiam	0.32
mahasiswa	pemeluk	0.33
mahasiswa	penikmat	0.36
mahasiswa	pemangku	0.25
mahasiswa	perampok	0.21
mahasiswa	pelarian	0.3
mahasiswa	pengidap	0.3
mahasiswa	penunjuk	0.18
mahasiswa	pemuka	0.29
mahasiswa	pengemis	0.26
mahasiswa	pemusik	0.33
mahasiswa	sukarelawan	0.4
mahasiswa	penerbang	0.28
mahasiswa	pejalan	0.33
mahasiswa	petinju	0.26
mahasiswa	penyandang	0.37
mahasiswa	penanggung	0.24
mahasiswa	penolong	0.24
mahasiswa	jagoan	0.27
mahasiswa	penembak	0.26
mahasiswa	penipu	0.19
mahasiswa	penyelamat	0.29
mahasiswa	pendaftar	0.42
mahasiswa	pelari	0.32
mahasiswa	pengiring	0.2
mahasiswa	penata	0.2
mahasiswa	pengambil	0.3
mahasiswa	penuntut	0.37
mahasiswa	pembina	0.35
mahasiswa	tanggungan	0.28
mahasiswa	pencetus	0.26
mahasiswa	pemangsa	0.21
mahasiswa	penyebar	0.19
mahasiswa	pemesan	0.25
mahasiswa	dermawan	0.23
mahasiswa	pemeriksa	0.28
mahasiswa	negarawan	0.27
mahasiswa	pengukur	0.22
mahasiswa	penambang	0.27
mahasiswa	pembajak	0.19
mahasiswa	budayawan	0.35
mahasiswa	perekam	0.23
mahasiswa	penyayang	0.22
mahasiswa	pemukul	0.12
mahasiswa	perencana	0.29
mahasiswa	pengumpul	0.25
mahasiswa	wirausahawan	0.42
mahasiswa	penangkap	0.21
mahasiswa	penyelam	0.24
mahasiswa	pemasar	0.3
mahasiswa	pemalas	0.27
mahasiswa	penarik	0.24
mahasiswa	pengembara	0.22
mahasiswa	gerilyawan	0.29
mahasiswa	penggagas	0.28
mahasiswa	penyembah	0.15
mahasiswa	penilai	0.3
mahasiswa	penguji	0.37
mahasiswa	pengunjuk	0.34
mahasiswa	penyembuh	0.14
mahasiswa	rohaniwan	0.34
mahasiswa	pemanah	0.22
mahasiswa	penyelidik	0.25
mahasiswa	penampil	0.28
mahasiswa	peranakan	0.21
mahasiswa	suruhan	0.2
mahasiswa	usahawan	0.43
mahasiswa	pelapor	0.27
mahasiswa	pemahat	0.2
mahasiswa	penunggu	0.24
mahasiswa	penurut	0.21
mahasiswa	pengusul	0.36
mahasiswa	pemimpi	0.29
mahasiswa	penyusup	0.23
mahasiswa	pemungut	0.22
mahasiswa	penceramah	0.35
mahasiswa	penggarap	0.26
mahasiswa	pelupa	0.19
mahasiswa	perupa	0.36
mahasiswa	penyendiri	0.29
mahasiswa	pemateri	0.38
mahasiswa	penggali	0.23
mahasiswa	penukar	0.21
mahasiswa	penyabar	0.21
mahasiswa	pelempar	0.2
mahasiswa	pemborong	0.23
mahasiswa	pendemo	0.39
mahasiswa	pencerita	0.25
mahasiswa	penyelundup	0.19
mahasiswa	penganggur	0.33
mahasiswa	penggiling	0.18
mahasiswa	pengulas	0.23
mahasiswa	penagih	0.23
mahasiswa	hartawan	0.27
mahasiswa	perumus	0.26
mahasiswa	peniup	0.13
mahasiswa	penggalang	0.34
mahasiswa	pembenci	0.28
mahasiswa	pengkaji	0.38
mahasiswa	pembebas	0.2
mahasiswa	pemetik	0.18
mahasiswa	penjilat	0.26
mahasiswa	pencabut	0.24
mahasiswa	peramah	0.23
mahasiswa	pengukir	0.26
mahasiswa	pengejar	0.31
mahasiswa	pemerah	0.19
mahasiswa	wiraswastawan	0.35
mahasiswa	pemulia	0.27
mahasiswa	penendang	0.24
mahasiswa	penyimak	0.29
mahasiswa	pelestari	0.29
mahasiswa	penjemput	0.32
mahasiswa	pembaru	0.31
mahasiswa	penghayat	0.32
mahasiswa	pengadu	0.26
mahasiswa	pemasak	0.21
mahasiswa	pembobol	0.21
mahasiswa	penggemblengan	0.3
mahasiswa	penghasut	0.25
mahasiswa	penderma	0.28
mahasiswa	pemaksa	0.26
mahasiswa	peragu	0.24
mahasiswa	pengekor	0.34
mahasiswa	perayu	0.2
mahasiswa	pendebat	0.42
mahasiswa	penyuara	0.35
mahasiswa	pemimpinan	0.36
mahasiswa	penghadang	0.2
mahasiswa	pengasah	0.27
mahasiswa	pengutang	0.26
mahasiswa	pembisik	0.24
mahasiswa	pengetuk	0.29
mahasiswa	pemberang	0.33
mahasiswa	peneguh	0.23
mahasiswa	pewirausaha	0.47
mahasiswa	pencuriga	0.3
mahasiswa	pengalah	0.38
mahasiswa	pengalasan	0.3
mahasiswa	pengamuk	0.29
dokter	pemain	0.28
dokter	penduduk	0.29
dokter	pengguna	0.28
dokter	wisatawan	0.24
dokter	penelitian	0.32
dokter	pasangan	0.3
dokter	penulis	0.38
dokter	pemimpin	0.33
dokter	peserta	0.29
dokter	pengunjung	0.24
dokter	penderita	0.42
dokter	pembelajaran	0.17
dokter	pelayanan	0.35
dokter	kehilangan	0.2
dokter	keturunan	0.3
dokter	pemilik	0.33
dokter	penyanyi	0.32
dokter	karyawan	0.31
dokter	pelanggan	0.22
dokter	kelahiran	0.33
dokter	perdagangan	0.19
dokter	petani	0.3
dokter	pekerja	0.35
dokter	kepercayaan	0.26
dokter	pemuda	0.34
dokter	penumpang	0.25
dokter	pimpinan	0.37
dokter	pembaca	0.28
dokter	kekurangan	0.17
dokter	pejabat	0.43
dokter	campuran	0.2
dokter	pelaku	0.24
dokter	peneliti	0.43
dokter	pengusaha	0.39
dokter	pendukung	0.27
dokter	petunjuk	0.33
dokter	pemenang	0.2
dokter	petugas	0.5
dokter	perbaikan	0.27
dokter	pelatih	0.42
dokter	pedagang	0.34
dokter	pelajar	0.3
dokter	pengurus	0.32
dokter	jurusan	0.3
dokter	ilmuwan	0.48
dokter	pendiri	0.31
dokter	angkatan	0.25
dokter	sasaran	0.15
dokter	pembuat	0.31
dokter	penjual	0.34
dokter	pengganti	0.31
dokter	perwakilan	0.31
dokter	lulusan	0.38
dokter	pembeli	0.25
dokter	penerima	0.24
dokter	pergerakan	0.22
dokter	pemegang	0.24
dokter	penyedia	0.32
dokter	penjaga	0.33
dokter	pencari	0.25
dokter	pembawa	0.23
dokter	undangan	0.24
dokter	cadangan	0.17
dokter	pemeran	0.3
dokter	bangsawan	0.32
dokter	pembantu	0.38
dokter	pengarang	0.31
dokter	pengelola	0.3
dokter	pejuang	0.31
dokter	tahanan	0.29
dokter	pengikut	0.2
dokter	rombongan	0.24
dokter	pengajar	0.44
dokter	pendidik	0.43
dokter	penghuni	0.25
dokter	pengembang	0.24
dokter	jajaran	0.26
dokter	pembuka	0.13
dokter	penari	0.24
dokter	pemberi	0.3
dokter	pelayan	0.4
dokter	pendatang	0.2
dokter	pembunuh	0.31
dokter	penyelenggara	0.3
dokter	turunan	0.18
dokter	pelukis	0.32
dokter	utusan	0.29
dokter	pembiayaan	0.19
dokter	pengacara	0.53
dokter	perawat	0.64
dokter	penganut	0.26
dokter	pengamat	0.34
dokter	penghubung	0.19
dokter	pesaing	0.17
dokter	pengawas	0.36
dokter	penjahat	0.28
dokter	pelaksana	0.3
dokter	kebangsaan	0.25
dokter	pembicara	0.31
dokter	pengantar	0.32
dokter	pendengar	0.23
dokter	pendamping	0.34
dokter	pewaris	0.22
dokter	pengungsi	0.2
dokter	pengendara	0.26
dokter	pencuri	0.19
dokter	pemburu	0.26
dokter	pengawal	0.28
dokter	penemu	0.36
dokter	pengemudi	0.28
dokter	penerjemah	0.35
dokter	pemandu	0.29
dokter	tawanan	0.25
dokter	penegak	0.3
dokter	penutur	0.22
dokter	penyihir	0.24
dokter	pelamar	0.28
dokter	pemasok	0.23
dokter	penanda	0.18
dokter	pemikir	0.3
dokter	saingan	0.2
dokter	pembimbing	0.33
dokter	petinggi	0.39
dokter	pelaut	0.33
dokter	pengrajin	0.24
dokter	langganan	0.36
dokter	pencinta	0.25
dokter	kenalan	0.32
dokter	penyidik	0.4
dokter	pelacur	0.29
dokter	pengirim	0.24
dokter	perusak	0.13
dokter	pendiam	0.21
dokter	pemeluk	0.24
dokter	penikmat	0.2
dokter	pemangku	0.24
dokter	perampok	0.23
dokter	pelarian	0.18
dokter	pengidap	0.36
dokter	penunjuk	0.21
dokter	pemuka	0.4
dokter	pengemis	0.23
dokter	pemusik	0.3
dokter	sukarelawan	0.37
dokter	penerbang	0.31
dokter	pejalan	0.21
dokter	petinju	0.31
dokter	penyandang	0.24
dokter	penanggung	0.3
dokter	penolong	0.31
dokter	jagoan	0.23
dokter	penembak	0.23
dokter	penipu	0.2
dokter	penyelamat	0.28
dokter	pendaftar	0.21
dokter	pelari	0.24
dokter	pengiring	0.17
dokter	penata	0.32
dokter	pengambil	0.27
dokter	penuntut	0.33
dokter	pembina	0.29
dokter	tanggungan	0.2
dokter	pencetus	0.26
dokter	pemangsa	0.12
dokter	penyebar	0.17
dokter	pemesan	0.19
dokter	dermawan	0.22
dokter	pemeriksa	0.48
dokter	negarawan	0.36
dokter	pengukur	0.24
dokter	penambang	0.3
dokter	pembajak	0.12
dokter	budayawan	0.3
dokter	perekam	0.25
dokter	penyayang	0.2
dokter	pemukul	0.15
dokter	perencana	0.36
dokter	pengumpul	0.2
dokter	wirausahawan	0.32
dokter	penangkap	0.17
dokter	penyelam	0.32
dokter	pemasar	0.24
dokter	pemalas	0.15
dokter	penarik	0.2
dokter	pengembara	0.22
dokter	gerilyawan	0.2
dokter	penggagas	0.21
dokter	penyembah	0.16
dokter	penilai	0.27
dokter	penguji	0.31
dokter	pengunjuk	0.18
dokter	penyembuh	0.37
dokter	rohaniwan	0.26
dokter	pemanah	0.23
dokter	penyelidik	0.36
dokter	penampil	0.17
dokter	peranakan	0.23
dokter	suruhan	0.26
dokter	usahawan	0.35
dokter	pelapor	0.31
dokter	pemahat	0.27
dokter	penunggu	0.25
dokter	penurut	0.23
dokter	pengusul	0.25
dokter	pemimpi	0.29
dokter	penyusup	0.13
dokter	pemungut	0.3
dokter	penceramah	0.28
dokter	penggarap	0.17
dokter	pelupa	0.23
dokter	perupa	0.18
dokter	penyendiri	0.2
dokter	pemateri	0.28
dokter	penggali	0.25
dokter	penukar	0.16
dokter	penyabar	0.22
dokter	pelempar	0.22
dokter	pemborong	0.21
dokter	pendemo	0.26
dokter	pencerita	0.28
dokter	penyelundup	0.2
dokter	penganggur	0.13
dokter	penggiling	0.21
dokter	pengulas	0.25
dokter	penagih	0.21
dokter	hartawan	0.25
dokter	perumus	0.28
dokter	peniup	0.2
dokter	penggalang	0.15
dokter	pembenci	0.22
dokter	pengkaji	0.32
dokter	pembebas	0.16
dokter	pemetik	0.16
dokter	penjilat	0.19
dokter	pencabut	0.31
dokter	peramah	0.17
dokter	pengukir	0.29
dokter	pengejar	0.2
dokter	pemerah	0.34
dokter	wiraswastawan	0.26
dokter	pemulia	0.3
dokter	penendang	0.2
dokter	penyimak	0.18
dokter	pelestari	0.18
dokter	penjemput	0.3
dokter	pembaru	0.26
dokter	penghayat	0.18
dokter	pengadu	0.3
dokter	pemasak	0.26
dokter	pembobol	0.2
dokter	penggemblengan	0.19
dokter	penghasut	0.2
dokter	penderma	0.28
dokter	pemaksa	0.24
dokter	peragu	0.18
dokter	pengekor	0.16
dokter	perayu	0.24
dokter	pendebat	0.25
dokter	penyuara	0.24
dokter	pemimpinan	0.3
dokter	penghadang	0.17
dokter	pengasah	0.24
dokter	pengutang	0.19
dokter	pembisik	0.27
dokter	pengetuk	0.27
dokter	pemberang	0.26
dokter	peneguh	0.29
dokter	pewirausaha	0.26
dokter	pencuriga	0.27
dokter	pengalah	0.39
